t,family,regime,method,x,target,policy,switch,error,switch_work
184,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.112428383913815,1.1138123159682913,1,0,0.0013839320544764,32.16444
186,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1698356362777618,1.1150030984332484,1,0,0.05483253784451336,32.16444
188,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2938082708729108,1.1161923904596593,1,0,0.1776158804132515,32.16444
190,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1191405474170122,1.117380176634316,0,0,0.0017603707826960857,34.4619
192,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0039434508235952,1.1185664415635268,0,0,0.11462299073993165,34.4619
194,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8919640682450867,1.1197511698733142,0,0,0.22778710162822757,34.4619
196,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7658147147010006,1.1209343462096164,0,0,0.3551196315086158,34.4619
198,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.6632579651979309,1.1221159552384843,0,0,0.4588579900405534,34.4619
200,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.6625485287781142,1.1232959816462815,1,1,0.4607474528681673,36.75936
202,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7466613704595072,1.1244744101398823,1,0,0.37781303968037505,36.75936
204,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8166056531755518,1.12565122544687,1,0,0.30904557227131824,36.75936
206,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9292079130910331,1.1268264123157348,1,0,0.19761849922470165,36.75936
208,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0031360994145855,1.127999955516071,1,0,0.12486385610148543,36.75936
210,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1085843941298412,1.1291718398387751,1,0,0.020587445708933894,36.75936
212,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2282696332502532,1.1303420500962431,1,0,0.09792758315401007,36.75936
214,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.3411246428853385,1.1315105711225661,1,0,0.20961407176277236,36.75936
216,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2886369886658842,1.1326773877737282,0,1,0.155959600892156,39.05682
218,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1228489233121473,1.1338424849278017,0,0,0.010993561615654457,39.05682
220,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9870260446576533,1.1350058474851439,0,0,0.14797980282749057,39.05682
222,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8614137769785929,1.1361674603685925,0,0,0.2747536833899996,39.05682
224,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7139565135755972,1.1373273085236604,0,0,0.4233707949480632,39.05682
226,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7895548181969881,1.1384853769187322,1,0,0.34893055872174406,41.35428
228,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.867445937597834,1.1396416505452573,1,0,0.2721957129474234,41.35428
230,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9576748165883933,1.1407961144179461,1,0,0.1831212978295529,41.35428
232,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.057863070212333,1.1419487535749626,1,0,0.08408568336262956,41.35428
234,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1574576202210416,1.1430995530781196,1,0,0.014358067142921982,41.35428
236,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2407228071423613,1.1442484980130716,1,0,0.09647430912928967,41.35428
238,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2409946173901396,1.1453955734895085,0,1,0.09559904390063112,43.651740000000004
0,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.046641696790532886,1.0,1,0,0.9533583032094671,0.0
2,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.12523658619635292,1.0012599972784018,1,0,0.8760234110820488,0.0
4,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.23286224222976631,1.0025199782272565,1,0,0.7696577359974901,0.0
6,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.3537524562240244,1.0037799265172285,1,0,0.6500274702932041,0.0
8,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.4501128200674335,1.005039825819406,1,0,0.5549270057519725,0.0
10,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.5885045294324002,1.0062996598055112,1,0,0.417795130373111,0.0
12,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6787830455797688,1.0075594121481135,1,0,0.32877636656834475,0.0
14,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7746316590796105,1.0088190665208403,1,0,0.2341874074412298,0.0
16,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8607313605350024,1.0100786065985885,1,0,0.14934724606358607,0.0
18,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9494444364248895,1.011338016057736,1,0,0.061893579632846585,0.0
20,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.0360953154471328,1.0125972785763542,1,0,0.02349803687077867,0.0
22,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.113016998282669,1.0138563778344185,1,0,0.09916062044825047,0.0
24,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.214014853472844,1.0151152975140199,1,0,0.19889955595882425,0.0
26,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.3072970743852603,1.016374021299577,1,0,0.2909230530856832,0.0
28,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4031678953844633,1.0176325328780473,1,0,0.38553536250641596,0.0
30,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4680070511413859,1.0188908159391383,1,0,0.4491162352022475,0.0
32,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4478743977199544,1.0201488541755193,0,1,0.42772554354443515,1.9469999999999998
34,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.287523774488799,1.0214066312830319,0,0,0.2661171432057672,1.9469999999999998
36,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1342817084487669,1.022664130960903,0,0,0.11161757748786383,1.9469999999999998
38,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.0346064369926298,1.023921336911954,0,0,0.010685100080675802,1.9469999999999998
40,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9112515015718374,1.0251782328428132,0,0,0.11392673127097575,1.9469999999999998
42,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8148265498037662,1.0264348024641274,0,0,0.2116082526603612,1.9469999999999998
44,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6922979141593157,1.0276910294907715,0,0,0.33539311533145577,1.9469999999999998
46,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.5362343478137652,1.0289468976420613,0,0,0.49271254982829604,1.9469999999999998
48,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.5153421096372555,1.0302023906419626,1,1,0.5148602810047072,4.244459999999999
50,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.5979695145173215,1.0314574922193038,1,0,0.43348797770198233,4.244459999999999
52,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6794697327775655,1.0327121861079864,1,0,0.3532424533304209,4.244459999999999
54,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7769404345425156,1.0339664560471948,1,0,0.25702602150467924,4.244459999999999
56,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8942902242166502,1.0352202857816082,1,0,0.14093006156495802,4.244459999999999
58,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9690121454845353,1.0364736590616108,1,0,0.06746151357707553,4.244459999999999
60,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.0720665660479376,1.0377265596435026,1,0,0.03434000640443502,4.244459999999999
62,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1963723821905439,1.0389789712897095,1,0,0.15739341090083436,4.244459999999999
64,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2812724964868347,1.040230877768994,1,0,0.2410416187178408,4.244459999999999
66,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.367193267349532,1.0414822628566656,1,0,0.3257110044928664,4.244459999999999
68,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4806710129295715,1.0427331103347914,1,0,0.43793790259478005,4.244459999999999
70,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.5703062170659183,1.0439834039924052,1,0,0.5263228130735131,4.244459999999999
72,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.5436453980067486,1.045233127625719,0,1,0.49841227038102964,6.191459999999999
74,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4088388092553,1.0464822650383319,0,0,0.36235654421696806,6.191459999999999
76,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2567070930046824,1.0477308000414405,0,0,0.20897629296324194,6.191459999999999
78,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.153094727739127,1.0489787164540485,0,0,0.10411601128507852,6.191459999999999
80,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.012683666836754,1.050225998103177,0,0,0.037542331266422924,6.191459999999999
82,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8773216967832265,1.051472628824073,0,0,0.17415093204084653,6.191459999999999
84,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7289555885443634,1.0527185924604199,0,0,0.3237630039160565,6.191459999999999
86,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6011089086378456,1.0539638728645464,0,0,0.4528549642267008,6.191459999999999
88,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.4848420234228571,1.0552084538976358,0,0,0.5703664304747788,6.191459999999999
90,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.5472279105702026,1.0564523194299356,1,0,0.509224408859733,8.488919999999998
92,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6831554628884066,1.0576954533409657,1,0,0.37453999045255915,8.488919999999998
94,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7615683417799238,1.058937839519728,1,0,0.29736949773980415,8.488919999999998
96,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8322041662297185,1.060179461864915,1,0,0.22797529563519647,8.488919999999998
98,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.909526243803652,1.0614203042851187,1,0,0.1518940604814667,8.488919999999998
100,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9850278371513952,1.0626603506990384,1,0,0.07763251354764322,8.488919999999998
102,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.100416056479711,1.0638995850356903,1,0,0.036516471444020704,8.488919999999998
104,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2062341238947865,1.0651379912346144,1,0,0.14109613266017207,8.488919999999998
106,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2961342596626775,1.0663755532460837,1,0,0.2297587064165938,8.488919999999998
108,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4174463651774465,1.067612255031312,1,0,0.3498341101461344,8.488919999999998
110,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.510397920765757,1.0688480805626617,1,0,0.4415498402030953,8.488919999999998
112,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.6070539494866223,1.0700830138238508,1,0,0.5369709356627714,8.488919999999998
114,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.694859614744256,1.0713170388101616,1,0,0.6235425759340945,8.488919999999998
116,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.7952592849086348,1.0725501395286479,1,0,0.722709145379987,8.488919999999998
118,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.7995375045202737,1.073782299998341,0,1,0.7257552045219327,10.435919999999998
120,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.6417048388728799,1.0750135042504592,0,0,0.5666913346224207,10.435919999999998
122,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.5003443244713024,1.076243736328612,0,0,0.42410058814269047,10.435919999999998
124,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.359170839166922,1.0774729802890093,0,0,0.28169785887791265,10.435919999999998
126,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2523525314314108,1.0787012202006663,0,0,0.1736513112307445,10.435919999999998
128,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1249776717770423,1.079928440145611,0,0,0.045049231631431264,10.435919999999998
130,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.0052244636537089,1.0811546242190904,0,0,0.07593016056538149,10.435919999999998
132,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.895683198051973,1.0823797565297757,0,0,0.18669655847780264,10.435919999999998
134,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.753761360073644,1.0836038211999695,0,0,0.3298424611263254,10.435919999999998
136,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6087428499172335,1.0848268023658105,0,0,0.47608395244857704,10.435919999999998
138,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7006424088701302,1.0860486841774804,1,0,0.38540627530735017,12.733379999999997
140,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7630375279552712,1.0872694507994076,1,0,0.3242319228441364,12.733379999999997
142,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.843768120617694,1.0884890864104741,1,0,0.24472096579278013,12.733379999999997
144,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9455386725709481,1.0897075752042191,1,0,0.14416890263327098,12.733379999999997
146,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.0162561248169275,1.0909249013890452,1,0,0.07466877657211768,12.733379999999997
148,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1341085859172246,1.092141049188422,1,0,0.0419675367288026,12.733379999999997
150,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2490521367664522,1.093356002841091,1,0,0.1556961339253613,12.733379999999997
152,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.3351677430548035,1.0945697466012696,1,0,0.24059799645353386,12.733379999999997
154,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4004173739304349,1.0957822647388562,1,0,0.30463510919157866,12.733379999999997
156,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.467281765054127,1.0969935415396324,1,0,0.37028822351449464,12.733379999999997
158,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4748313311120675,1.0982035613054677,0,1,0.37662776980659984,14.680379999999996
160,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.338251843579494,1.099412308354523,0,0,0.2388395352249708,14.680379999999996
162,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2092274898023014,1.1006197670214537,0,0,0.10860772278084774,14.680379999999996
164,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.081962090486272,1.101825921657612,0,0,0.019863831171340163,14.680379999999996
166,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9389733593331044,1.103030756631251,0,0,0.1640573972981465,14.680379999999996
168,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8193846026488992,1.1042342563277259,0,0,0.28484965367882664,14.680379999999996
170,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7080950066535049,1.1054364051496979,0,0,0.397341398496193,14.680379999999996
172,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.563719791369573,1.1066371875173349,0,0,0.5429173961477619,14.680379999999996
174,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.43392276800018953,1.1078365878685144,0,0,0.6739138198683248,14.680379999999996
176,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.3131963235083572,1.1090345906590242,0,0,0.795838267150667,14.680379999999996
178,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.4184227698211593,1.1102311803627654,1,0,0.691808410541606,16.977839999999997
180,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.5119150165052891,1.1114263414719519,1,0,0.5995113249666627,16.977839999999997
182,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6357086112866219,1.1126200584973125,1,0,0.47691144721069056,16.977839999999997
184,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7352678091747098,1.1138123159682913,1,0,0.37854450679358154,16.977839999999997
186,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.798685492457699,1.1150030984332484,1,0,0.31631760597554937,16.977839999999997
188,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9285727757447645,1.1161923904596593,1,0,0.18761961471489486,16.977839999999997
190,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.9884857493012161,1.117380176634316,1,0,0.12889442733309997,16.977839999999997
192,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1025327696567568,1.1185664415635268,1,0,0.016033671906769964,16.977839999999997
194,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2137239888287648,1.1197511698733142,1,0,0.09397281895545051,16.977839999999997
196,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.3055510691902572,1.1209343462096164,1,0,0.1846167229806408,16.977839999999997
198,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4174970811420466,1.1221159552384843,1,0,0.29538112590356236,16.977839999999997
200,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.521990104642022,1.1232959816462815,1,0,0.39869412299574036,16.977839999999997
202,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.6053265494774411,1.1244744101398823,1,0,0.4808521393375589,16.977839999999997
204,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.6752425667887545,1.12565122544687,1,0,0.5495913413418845,16.977839999999997
206,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.657003875276067,1.1268264123157348,0,1,0.5301774629603322,18.924839999999996
208,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.4871358305865265,1.127999955516071,0,0,0.35913587507045563,18.924839999999996
210,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.3578286156149055,1.1291718398387751,0,0,0.22865677577613042,18.924839999999996
212,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.2504378988217313,1.1303420500962431,0,0,0.12009584872548817,18.924839999999996
214,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1398356349766694,1.1315105711225661,0,0,0.008325063854103254,18.924839999999996
216,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.982827893698422,1.1326773877737282,0,0,0.14984949407530612,18.924839999999996
218,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8275237471499932,1.1338424849278017,0,0,0.3063187377778085,18.924839999999996
220,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7005076379948509,1.1350058474851439,0,0,0.43449820949029294,18.924839999999996
222,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.579461327644369,1.1361674603685925,0,0,0.5567061327242235,18.924839999999996
224,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.6475486146597451,1.1373273085236604,1,0,0.48977869386391526,21.222299999999997
226,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.7248360812232234,1.1384853769187322,1,0,0.4136492956955088,21.222299999999997
228,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.8112941766282832,1.1396416505452573,1,0,0.32834747391697416,21.222299999999997
230,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,0.909690976658119,1.1407961144179461,1,0,0.2311051377598271,21.222299999999997
232,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.0106439007551877,1.1419487535749626,1,0,0.1313048528197749,21.222299999999997
234,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1109909354483651,1.1430995530781196,1,0,0.03210861762975448,21.222299999999997
236,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.1949966154582221,1.1442484980130716,1,0,0.05074811744515051,21.222299999999997
238,recontact_settling,high_noise_high_cost,calibrated_cost_supervisor,1.311092843736494,1.1453955734895085,1,0,0.16569727024698544,21.222299999999997
